ROW_ID,Cluster,Anomaly Type,Top Deviating Features,Justification,Business Implication
154770.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.03 (480.4x dari median) | EXT_SOURCE_1=0.87 (63.9x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | INST_PAYMENT_RATIO_MEAN=0.23 (22.4x dari median) | PREV_REFUSED_COUNT=1.22 (10.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
154771.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.84 (136.0x dari median) | BUREAU_COUNT=3.12 (18.3x dari median) | AMT_ANNUITY=-1.78 (14.8x dari median) | YEARS_EMPLOYED=2.20 (11.4x dari median) | BUREAU_DAYS_CREDIT_MEAN=-0.66 (8.1x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
154839.0,cluster_2,Tipe B - Rare but Valid,YEARS_BIRTH=0.92 (30.6x dari median) | CREDIT_TERM_MONTHS=-1.30 (23.6x dari median) | YEARS_EMPLOYED=4.63 (22.8x dari median) | POS_MONTHS_COUNT=-0.61 (17.3x dari median) | BUREAU_BB_DPD_RATIO_MEAN=1.38 (8.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
155274.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=0.87 (63.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | POS_MONTHS_COUNT=-1.13 (31.3x dari median) | CREDIT_TERM_MONTHS=-1.40 (25.5x dari median) | YEARS_BIRTH=-0.81 (24.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
155335.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.76 (819.4x dari median) | EXT_SOURCE_1=1.53 (112.5x dari median) | CREDIT_TERM_MONTHS=1.17 (23.4x dari median) | INST_LATE_RATIO=2.69 (10.0x dari median) | POS_MONTHS_COUNT=3.10 (8.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
155568.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.11 (53.0x dari median) | INST_SEVERE_LATE_RATIO=5.38 (32.9x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | CREDIT_TERM_MONTHS=-0.81 (14.4x dari median) | INST_LATE_RATIO=3.61 (13.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
156315.0,cluster_2,Tipe B - Rare but Valid,BUREAU_COUNT=4.22 (24.5x dari median) | YEARS_BIRTH=0.64 (21.4x dari median) | EXT_SOURCE_1=0.29 (20.9x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.6x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=1.85 (13.9x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
156327.0,cluster_0,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=63.21 (1235.4x dari median) | BUREAU_BB_DPD_RATIO_MEAN=31.31 (162.0x dari median) | EXT_SOURCE_3=0.11 (53.0x dari median) | EXT_SOURCE_1=-0.69 (52.2x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
156540.0,cluster_2,Tipe B - Rare but Valid,AMT_ANNUITY=-2.30 (18.9x dari median) | EXT_SOURCE_3=-1.83 (17.4x dari median) | EXT_SOURCE_1=0.19 (13.5x dari median) | AMT_CREDIT=-1.73 (9.4x dari median) | BUREAU_DAYS_CREDIT_MEAN=0.61 (9.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
156567.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.92 (141.8x dari median) | YEARS_BIRTH=-0.63 (19.3x dari median) | POS_MONTHS_COUNT=-0.65 (18.4x dari median) | AMT_INCOME_TOTAL=-1.28 (12.7x dari median) | BUREAU_ACTIVE_RATIO=0.46 (8.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
156736.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_ACTIVE_RATIO=1.41 (24.8x dari median) | POS_MONTHS_COUNT=0.84 (21.6x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=0.96 (12.8x dari median) | CREDIT_TERM_MONTHS=-0.58 (10.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
158137.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.69 (790.2x dari median) | EXT_SOURCE_1=-1.94 (145.0x dari median) | CREDIT_TERM_MONTHS=-0.94 (16.9x dari median) | YEARS_BIRTH=-1.40 (10.7x dari median) | BUREAU_COUNT=2.24 (7.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
158171.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_1=-2.45 (183.1x dari median) | EXT_SOURCE_3=-0.24 (111.1x dari median) | PREV_REFUSED_COUNT=11.25 (108.7x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
159365.0,cluster_4,Tipe A - Data Error,POS_SK_DPD_MEAN=17.99 (90.6x dari median) | PREV_APPROVAL_RATE=-1.87 (34.7x dari median) | CREDIT_TERM_MONTHS=1.73 (24.0x dari median) | AMT_ANNUITY=-1.31 (16.7x dari median) | ANNUITY_TO_INCOME=-0.95 (9.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
159559.0,cluster_2,Tipe B - Rare but Valid,EXT_SOURCE_1=-0.61 (46.5x dari median) | CREDIT_TERM_MONTHS=1.97 (38.4x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | POS_MONTHS_COUNT=1.05 (27.0x dari median) | YEARS_BIRTH=-0.62 (18.9x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
159685.0,cluster_4,Tipe B - Rare but Valid,PREV_APPROVAL_RATE=0.96 (19.4x dari median) | AMT_ANNUITY=1.68 (19.1x dari median) | ANNUITY_TO_INCOME=1.60 (18.5x dari median) | AMT_CREDIT=1.23 (7.6x dari median) | CREDIT_TO_INCOME=0.91 (6.8x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
160179.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.63 (120.4x dari median) | CREDIT_TERM_MONTHS=1.67 (32.7x dari median) | BUREAU_ACTIVE_RATIO=1.25 (22.2x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.09 (14.4x dari median) | BUREAU_DAYS_CREDIT_MEAN=0.86 (12.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
160242.0,cluster_3,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | BUREAU_ACTIVE_RATIO=2.03 (13.4x dari median) | AMT_INCOME_TOTAL=-1.28 (7.9x dari median) | CNT_CHILDREN=3.60 (7.2x dari median) | CC_UTILIZATION_MAX=2.40 (6.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
160503.0,cluster_4,Tipe B - Rare but Valid,CREDIT_TERM_MONTHS=1.70 (23.5x dari median) | PREV_APPROVAL_RATE=0.96 (19.4x dari median) | CREDIT_TO_INCOME=2.36 (16.0x dari median) | ANNUITY_TO_INCOME=1.19 (14.1x dari median) | BUREAU_COUNT=2.02 (12.2x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
160661.0,cluster_0,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=26.15 (511.6x dari median) | BUREAU_BB_DPD_RATIO_MEAN=16.33 (85.0x dari median) | PREV_REFUSED_COUNT=6.79 (65.2x dari median) | EXT_SOURCE_3=0.11 (53.0x dari median) | CREDIT_TERM_MONTHS=-0.80 (14.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
160697.0,cluster_1,Tipe A - Data Error,POS_SK_DPD_MEAN=16.32 (234.2x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.50 (11.6x dari median) | YEARS_EMPLOYED=3.60 (9.1x dari median) | YEARS_BIRTH=1.47 (8.8x dari median) | BUREAU_COUNT=2.46 (7.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
161133.0,cluster_3,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | YEARS_EMPLOYED=4.41 (15.1x dari median) | BUREAU_ACTIVE_RATIO=2.03 (13.4x dari median) | YEARS_BIRTH=1.34 (11.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.43 (11.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
161169.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.06 (80.0x dari median) | YEARS_BIRTH=-1.58 (49.5x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.7x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.00 (23.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
161770.0,cluster_2,Tipe A - Data Error,INST_DPD_MAX=6.36 (62.1x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=1.67 (32.7x dari median) | YEARS_BIRTH=-0.86 (26.6x dari median) | BUREAU_ACTIVE_RATIO=0.91 (16.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
161986.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.26 (588.6x dari median) | EXT_SOURCE_1=2.47 (182.3x dari median) | CREDIT_TERM_MONTHS=1.96 (38.4x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | PREV_REFUSED_COUNT=2.33 (21.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
162579.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.45 (108.8x dari median) | POS_MONTHS_COUNT=3.31 (87.4x dari median) | YEARS_BIRTH=-1.11 (34.5x dari median) | EXT_SOURCE_3=-2.53 (23.7x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
162585.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.19 (163.8x dari median) | POS_MONTHS_COUNT=1.45 (37.8x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | YEARS_BIRTH=-1.06 (33.0x dari median) | PREV_REFUSED_COUNT=12.92 (29.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
162830.0,cluster_2,Tipe B - Rare but Valid,YEARS_BIRTH=1.48 (48.3x dari median) | BUREAU_BB_DPD_RATIO_MEAN=4.74 (25.4x dari median) | BUREAU_ACTIVE_RATIO=1.41 (24.8x dari median) | EXT_SOURCE_3=-2.42 (22.8x dari median) | INST_SEVERE_LATE_RATIO=3.14 (19.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
163134.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-0.61 (282.3x dari median) | PREV_REFUSED_COUNT=1.77 (16.3x dari median) | YEARS_EMPLOYED=1.53 (11.5x dari median) | INST_LATE_RATIO=2.48 (9.3x dari median) | POS_MONTHS_COUNT=2.14 (5.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
163158.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-2.20 (1025.8x dari median) | EXT_SOURCE_1=-1.55 (116.5x dari median) | PREV_REFUSED_COUNT=2.89 (27.2x dari median) | CREDIT_TERM_MONTHS=-1.08 (19.7x dari median) | YEARS_BIRTH=-1.16 (9.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
163319.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.12 (523.9x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | YEARS_EMPLOYED=2.89 (20.9x dari median) | EXT_SOURCE_1=0.26 (18.1x dari median) | BUREAU_ACTIVE_RATIO=0.69 (12.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
163583.0,cluster_4,Tipe A - Data Error,CC_SK_DPD_MEAN=17.44 (351.2x dari median) | EXT_SOURCE_1=-1.34 (100.2x dari median) | PREV_APPROVAL_RATE=-1.44 (26.5x dari median) | BUREAU_COUNT=2.90 (17.1x dari median) | PREV_REFUSED_COUNT=3.45 (8.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
164352.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.50 (184.8x dari median) | CREDIT_TERM_MONTHS=2.17 (42.2x dari median) | YEARS_BIRTH=0.82 (27.1x dari median) | AMT_INCOME_TOTAL=2.47 (21.6x dari median) | YEARS_EMPLOYED=3.48 (17.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
164391.0,cluster_1,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=3.40 (67.4x dari median) | INST_SEVERE_LATE_RATIO=3.82 (23.7x dari median) | INST_DPD_MEAN=1.91 (17.8x dari median) | BUREAU_BB_DPD_RATIO_MEAN=2.85 (15.7x dari median) | INST_DPD_MAX=2.01 (13.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
164681.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.54 (115.5x dari median) | YEARS_BIRTH=-1.39 (43.4x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
164994.0,cluster_4,Tipe B - Rare but Valid,CREDIT_TERM_MONTHS=2.17 (29.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | AMT_ANNUITY=1.46 (16.5x dari median) | CREDIT_TO_INCOME=2.31 (15.7x dari median) | AMT_CREDIT=2.05 (13.2x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
165357.0,cluster_4,Tipe A - Data Error,POS_SK_DPD_MEAN=22.13 (111.6x dari median) | PREV_APPROVAL_RATE=-0.69 (12.1x dari median) | YEARS_BIRTH=-1.24 (10.7x dari median) | AMT_ANNUITY=-0.68 (9.2x dari median) | CC_MONTHS_COUNT=3.05 (8.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
165385.0,cluster_2,Tipe B - Rare but Valid,CREDIT_TERM_MONTHS=1.28 (25.4x dari median) | YEARS_BIRTH=-0.67 (20.5x dari median) | EXT_SOURCE_3=-2.10 (19.9x dari median) | POS_MONTHS_COUNT=-0.69 (19.4x dari median) | OWN_CAR_AGE=6.68 (15.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
165526.0,cluster_2,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | POS_MONTHS_COUNT=1.29 (33.5x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.8x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median) | YEARS_BIRTH=0.63 (21.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
165729.0,cluster_3,Tipe A - Data Error,EXT_SOURCE_1=1.07 (78.4x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (11.9x dari median) | AMT_INCOME_TOTAL=1.24 (9.5x dari median) | CNT_CHILDREN=3.60 (7.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
166364.0,cluster_4,Tipe B - Rare but Valid,PREV_APPROVAL_RATE=0.96 (19.4x dari median) | CREDIT_TERM_MONTHS=1.26 (17.8x dari median) | ANNUITY_TO_INCOME=-0.69 (6.5x dari median) | EXT_SOURCE_3=-0.48 (5.3x dari median) | AMT_INCOME_TOTAL=0.86 (5.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
166388.0,cluster_1,Tipe A - Data Error,EXT_SOURCE_1=-0.79 (59.7x dari median) | EXT_SOURCE_3=1.04 (8.4x dari median) | BUREAU_DAYS_CREDIT_MEAN=-0.66 (5.7x dari median) | EXT_SOURCE_2=0.64 (5.2x dari median) | INST_LATE_RATIO=2.56 (5.1x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
166617.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | POS_MONTHS_COUNT=0.93 (23.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | CREDIT_TERM_MONTHS=0.85 (17.2x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
166766.0,cluster_4,Tipe B - Rare but Valid,CREDIT_TERM_MONTHS=1.26 (17.8x dari median) | PREV_APPROVAL_RATE=-0.69 (12.1x dari median) | CREDIT_TO_INCOME=1.06 (7.8x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.32 (7.7x dari median) | EXT_SOURCE_3=0.88 (6.9x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
166984.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.47 (109.9x dari median) | POS_MONTHS_COUNT=3.91 (103.6x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | YEARS_BIRTH=-0.76 (23.3x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=2.43 (18.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
166993.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.67 (125.4x dari median) | CREDIT_TERM_MONTHS=1.68 (32.8x dari median) | BUREAU_COUNT=3.56 (20.8x dari median) | PREV_APPROVAL_RATE=-1.24 (8.0x dari median) | BUREAU_ACTIVE_RATIO=0.39 (7.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
167112.0,cluster_4,Tipe B - Rare but Valid,POS_SK_DPD_MEAN=2.95 (14.0x dari median) | YEARS_BIRTH=1.76 (12.8x dari median) | CREDIT_TERM_MONTHS=0.86 (12.4x dari median) | PREV_APPROVAL_RATE=-0.50 (8.6x dari median) | BUREAU_COUNT=1.36 (8.6x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
167277.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.26 (92.6x dari median) | BUREAU_COUNT=5.98 (34.2x dari median) | AMT_ANNUITY=-1.63 (13.6x dari median) | POS_MONTHS_COUNT=-0.37 (10.8x dari median) | EXT_SOURCE_3=-1.07 (10.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
167648.0,cluster_2,Tipe B - Rare but Valid,EXT_SOURCE_1=0.52 (37.6x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | POS_MONTHS_COUNT=-0.61 (17.3x dari median) | AMT_ANNUITY=-1.93 (16.0x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.03 (13.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
167939.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.11 (53.0x dari median) | YEARS_EMPLOYED=4.45 (31.7x dari median) | PREV_REFUSED_COUNT=2.89 (27.2x dari median) | CREDIT_TERM_MONTHS=1.28 (25.6x dari median) | INST_SEVERE_LATE_RATIO=3.14 (19.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
168296.0,cluster_2,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=6.92 (136.2x dari median) | BUREAU_BB_DPD_RATIO_MEAN=5.85 (31.1x dari median) | YEARS_BIRTH=-0.99 (30.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=-2.19 (28.9x dari median) | CREDIT_TERM_MONTHS=-1.30 (23.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
168320.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | POS_MONTHS_COUNT=-0.57 (16.2x dari median) | YEARS_BIRTH=0.36 (12.6x dari median) | YEARS_EMPLOYED=1.91 (10.0x dari median) | AMT_ANNUITY=-1.04 (9.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
168466.0,cluster_4,Tipe B - Rare but Valid,PREV_APPROVAL_RATE=0.96 (19.4x dari median) | CREDIT_TERM_MONTHS=1.30 (18.3x dari median) | BUREAU_DAYS_CREDIT_MEAN=-2.91 (18.1x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | POS_SK_DPD_MEAN=2.53 (11.9x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
168826.0,cluster_2,Tipe B - Rare but Valid,INST_DPD_MAX=3.86 (38.1x dari median) | CREDIT_TERM_MONTHS=1.68 (32.8x dari median) | POS_MONTHS_COUNT=0.80 (20.5x dari median) | EXT_SOURCE_3=-2.05 (19.5x dari median) | POS_SK_DPD_MEAN=0.98 (15.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
169184.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=1.67 (32.8x dari median) | YEARS_BIRTH=0.90 (29.8x dari median) | YEARS_EMPLOYED=4.55 (22.4x dari median) | BUREAU_ACTIVE_RATIO=0.99 (17.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
