antecedents,consequents,support,confidence,lift,algorithm,context,context_n,support_count,rule_str,normalized_rule
frozenset({'card_utilisation_moderate'}),frozenset({'repayment_some_late'}),0.14868282550420345,0.5792570235009787,1.3025595749978929,eclat,Portfolio-wide,356255,52969,{card_utilisation_moderate} -> {repayment_some_late},{card_utilisation_moderate} -> {repayment_some_late}
"frozenset({'credit_file_established', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.039485761603345916,0.6360553445469344,1.6009799329614738,eclat,Portfolio-wide,356255,14067,"{cluster_0_card_intensive, credit_file_established} -> {previous_deep}","{cluster_0_card_intensive, credit_file_established} -> {previous_deep}"
"frozenset({'credit_file_established', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.04425481747624595,0.712877554711521,1.6030284433642383,eclat,Portfolio-wide,356255,15766,"{cluster_0_card_intensive, credit_file_established} -> {repayment_some_late}","{cluster_0_card_intensive, credit_file_established} -> {repayment_some_late}"
"frozenset({'credit_large', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.03409074960351434,0.6348003345180849,1.5978210162271376,eclat,Portfolio-wide,356255,12145,"{cluster_0_card_intensive, credit_large} -> {previous_deep}","{cluster_0_card_intensive, credit_large} -> {previous_deep}"
"frozenset({'credit_large', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.03808788648580371,0.7092306084047669,1.5948276540105677,eclat,Portfolio-wide,356255,13569,"{cluster_0_card_intensive, credit_large} -> {repayment_some_late}","{cluster_0_card_intensive, credit_large} -> {repayment_some_late}"
"frozenset({'cluster_0_card_intensive', 'credit_medium'})",frozenset({'previous_deep'}),0.03837419825686657,0.6389213441136607,1.6081937828780617,eclat,Portfolio-wide,356255,13671,"{cluster_0_card_intensive, credit_medium} -> {previous_deep}","{cluster_0_card_intensive, credit_medium} -> {previous_deep}"
"frozenset({'cluster_0_card_intensive', 'credit_medium'})",frozenset({'repayment_some_late'}),0.04220572342844311,0.7027153339253166,1.5801769328062645,eclat,Portfolio-wide,356255,15036,"{cluster_0_card_intensive, credit_medium} -> {repayment_some_late}","{cluster_0_card_intensive, credit_medium} -> {repayment_some_late}"
"frozenset({'leverage_under_3x', 'cluster_0_card_intensive'})",frozenset({'credit_small'}),0.03521915481887974,0.5049500965872504,1.5116763443978698,eclat,Portfolio-wide,356255,12547,"{cluster_0_card_intensive, leverage_under_3x} -> {credit_small}","{cluster_0_card_intensive, leverage_under_3x} -> {credit_small}"
"frozenset({'credit_small', 'cluster_0_card_intensive'})",frozenset({'leverage_under_3x'}),0.03521915481887974,0.895830358417821,1.888079963664303,eclat,Portfolio-wide,356255,12547,"{cluster_0_card_intensive, credit_small} -> {leverage_under_3x}","{cluster_0_card_intensive, credit_small} -> {leverage_under_3x}"
"frozenset({'external_score_middle', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.03438548230902022,0.6534378833946765,1.64473256568085,eclat,Portfolio-wide,356255,12250,"{cluster_0_card_intensive, external_score_middle} -> {previous_deep}","{cluster_0_card_intensive, external_score_middle} -> {previous_deep}"
"frozenset({'external_score_middle', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.03738052799258958,0.7103536565850536,1.5973530220269536,eclat,Portfolio-wide,356255,13317,"{cluster_0_card_intensive, external_score_middle} -> {repayment_some_late}","{cluster_0_card_intensive, external_score_middle} -> {repayment_some_late}"
"frozenset({'external_score_strong', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.032998835104068716,0.6945117268269629,1.5617297037836486,eclat,Portfolio-wide,356255,11756,"{cluster_0_card_intensive, external_score_strong} -> {repayment_some_late}","{cluster_0_card_intensive, external_score_strong} -> {repayment_some_late}"
"frozenset({'external_score_weak', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.03631387629647303,0.6859127299718997,1.726473216304847,eclat,Portfolio-wide,356255,12937,"{cluster_0_card_intensive, external_score_weak} -> {previous_deep}","{cluster_0_card_intensive, external_score_weak} -> {previous_deep}"
"frozenset({'external_score_weak', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.038059816704326954,0.7188908329356873,1.6165503391898155,eclat,Portfolio-wide,356255,13559,"{cluster_0_card_intensive, external_score_weak} -> {repayment_some_late}","{cluster_0_card_intensive, external_score_weak} -> {repayment_some_late}"
"frozenset({'income_q3', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.031112545788831034,0.709239825953417,1.594848381262487,eclat,Portfolio-wide,356255,11084,"{cluster_0_card_intensive, income_q3} -> {repayment_some_late}","{cluster_0_card_intensive, income_q3} -> {repayment_some_late}"
"frozenset({'cluster_0_card_intensive', 'income_q4'})",frozenset({'repayment_some_late'}),0.03193499038609984,0.7251577538402701,1.6306425944389313,eclat,Portfolio-wide,356255,11377,"{cluster_0_card_intensive, income_q4} -> {repayment_some_late}","{cluster_0_card_intensive, income_q4} -> {repayment_some_late}"
"frozenset({'cluster_0_card_intensive', 'leverage_3_to_6x'})",frozenset({'previous_deep'}),0.0373328093640791,0.621814951610641,1.5651362229385173,eclat,Portfolio-wide,356255,13300,"{cluster_0_card_intensive, leverage_3_to_6x} -> {previous_deep}","{cluster_0_card_intensive, leverage_3_to_6x} -> {previous_deep}"
"frozenset({'cluster_0_card_intensive', 'leverage_3_to_6x'})",frozenset({'repayment_some_late'}),0.04187730698516512,0.6975080648931694,1.5684674880136595,eclat,Portfolio-wide,356255,14919,"{cluster_0_card_intensive, leverage_3_to_6x} -> {repayment_some_late}","{cluster_0_card_intensive, leverage_3_to_6x} -> {repayment_some_late}"
"frozenset({'leverage_under_3x', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.04742950976126651,0.6800144880875724,1.7116270759846408,eclat,Portfolio-wide,356255,16897,"{cluster_0_card_intensive, leverage_under_3x} -> {previous_deep}","{cluster_0_card_intensive, leverage_under_3x} -> {previous_deep}"
"frozenset({'leverage_under_3x', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.05030104840633816,0.721184803605924,1.621708728885674,eclat,Portfolio-wide,356255,17920,"{cluster_0_card_intensive, leverage_under_3x} -> {repayment_some_late}","{cluster_0_card_intensive, leverage_under_3x} -> {repayment_some_late}"
"frozenset({'cluster_0_card_intensive', 'previous_two_to_four'})",frozenset({'previous_approval_high'}),0.03187042988870332,0.6715561601703437,1.2811401696519609,eclat,Portfolio-wide,356255,11354,"{cluster_0_card_intensive, previous_two_to_four} -> {previous_approval_high}","{cluster_0_card_intensive, previous_two_to_four} -> {previous_approval_high}"
"frozenset({'previous_approval_high', 'cluster_0_card_intensive'})",frozenset({'previous_two_to_four'}),0.03187042988870332,0.4852966319028894,1.263238529311013,eclat,Portfolio-wide,356255,11354,"{cluster_0_card_intensive, previous_approval_high} -> {previous_two_to_four}","{cluster_0_card_intensive, previous_approval_high} -> {previous_two_to_four}"
"frozenset({'previous_approval_high', 'cluster_0_card_intensive'})",frozenset({'repayment_some_late'}),0.04786178439600848,0.7287997948367243,1.6388323533542295,eclat,Portfolio-wide,356255,17051,"{cluster_0_card_intensive, previous_approval_high} -> {repayment_some_late}","{cluster_0_card_intensive, previous_approval_high} -> {repayment_some_late}"
frozenset({'cluster_0_card_intensive'}),frozenset({'previous_deep'}),0.09873545634447235,0.6449986247364078,1.6234905717619348,eclat,Portfolio-wide,356255,35175,{cluster_0_card_intensive} -> {previous_deep},{cluster_0_card_intensive} -> {previous_deep}
"frozenset({'cluster_0_card_intensive', 'previous_outcome_mixed'})",frozenset({'previous_deep'}),0.044844282887257725,0.7393215789717248,1.8609056933280472,eclat,Portfolio-wide,356255,15976,"{cluster_0_card_intensive, previous_outcome_mixed} -> {previous_deep}","{cluster_0_card_intensive, previous_outcome_mixed} -> {previous_deep}"
"frozenset({'cluster_0_card_intensive', 'previous_deep'})",frozenset({'previous_outcome_mixed'}),0.044844282887257725,0.45418621179815216,1.4040184726812504,eclat,Portfolio-wide,356255,15976,"{cluster_0_card_intensive, previous_deep} -> {previous_outcome_mixed}","{cluster_0_card_intensive, previous_deep} -> {previous_outcome_mixed}"
"frozenset({'repayment_some_late', 'cluster_0_card_intensive'})",frozenset({'previous_deep'}),0.07245933390408556,0.668202526402982,1.6818958367331114,eclat,Portfolio-wide,356255,25814,"{cluster_0_card_intensive, repayment_some_late} -> {previous_deep}","{cluster_0_card_intensive, repayment_some_late} -> {previous_deep}"
"frozenset({'cluster_0_card_intensive', 'previous_deep'})",frozenset({'repayment_some_late'}),0.07245933390408556,0.7338734896943853,1.6502414335195779,eclat,Portfolio-wide,356255,25814,"{cluster_0_card_intensive, previous_deep} -> {repayment_some_late}","{cluster_0_card_intensive, previous_deep} -> {repayment_some_late}"
frozenset({'cluster_0_card_intensive'}),frozenset({'previous_outcome_mixed'}),0.06065599079311167,0.3962409461813514,1.2248932125631251,eclat,Portfolio-wide,356255,21609,{cluster_0_card_intensive} -> {previous_outcome_mixed},{cluster_0_card_intensive} -> {previous_outcome_mixed}
"frozenset({'cluster_0_card_intensive', 'previous_outcome_mixed'})",frozenset({'repayment_some_late'}),0.04095381117458,0.6751816372807626,1.5182626551291625,eclat,Portfolio-wide,356255,14590,"{cluster_0_card_intensive, previous_outcome_mixed} -> {repayment_some_late}","{cluster_0_card_intensive, previous_outcome_mixed} -> {repayment_some_late}"
"frozenset({'cluster_0_card_intensive', 'previous_two_to_four'})",frozenset({'repayment_some_late'}),0.03183674615093122,0.6708463949843261,1.5085141132314228,eclat,Portfolio-wide,356255,11342,"{cluster_0_card_intensive, previous_two_to_four} -> {repayment_some_late}","{cluster_0_card_intensive, previous_two_to_four} -> {repayment_some_late}"
frozenset({'cluster_0_card_intensive'}),frozenset({'repayment_some_late'}),0.10843917980098525,0.7083891079123499,1.5929353946519527,eclat,Portfolio-wide,356255,38632,{cluster_0_card_intensive} -> {repayment_some_late},{cluster_0_card_intensive} -> {repayment_some_late}
"frozenset({'credit_file_deep', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.036386857728312585,0.5588463528194516,1.6343113398759952,eclat,Portfolio-wide,356255,12963,"{credit_file_deep, credit_small} -> {cluster_2_thin_file}","{credit_file_deep, credit_small} -> {cluster_2_thin_file}"
"frozenset({'credit_file_deep', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.036386857728312585,0.6962242870186369,2.08429663088398,eclat,Portfolio-wide,356255,12963,"{cluster_2_thin_file, credit_file_deep} -> {credit_small}","{cluster_2_thin_file, credit_file_deep} -> {credit_small}"
"frozenset({'credit_file_deep', 'cluster_2_thin_file'})",frozenset({'leverage_under_3x'}),0.04449621759694601,0.8513883667221656,1.794412637839243,eclat,Portfolio-wide,356255,15852,"{cluster_2_thin_file, credit_file_deep} -> {leverage_under_3x}","{cluster_2_thin_file, credit_file_deep} -> {leverage_under_3x}"
"frozenset({'credit_file_established', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.09212782978484513,0.7028502901685333,2.0554418824822758,eclat,Portfolio-wide,356255,32821,"{credit_file_established, credit_small} -> {cluster_2_thin_file}","{credit_file_established, credit_small} -> {cluster_2_thin_file}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.09212782978484513,0.692659969609995,2.0736260827506388,eclat,Portfolio-wide,356255,32821,"{cluster_2_thin_file, credit_file_established} -> {credit_small}","{cluster_2_thin_file, credit_file_established} -> {credit_small}"
"frozenset({'credit_file_established', 'income_q1'})",frozenset({'cluster_2_thin_file'}),0.05613114201905938,0.4491184727681078,1.3134189912658205,eclat,Portfolio-wide,356255,19997,"{credit_file_established, income_q1} -> {cluster_2_thin_file}","{credit_file_established, income_q1} -> {cluster_2_thin_file}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'income_q1'}),0.05613114201905938,0.4220200911700152,1.3184496380852364,eclat,Portfolio-wide,356255,19997,"{cluster_2_thin_file, credit_file_established} -> {income_q1}","{cluster_2_thin_file, credit_file_established} -> {income_q1}"
"frozenset({'credit_file_established', 'leverage_under_3x'})",frozenset({'cluster_2_thin_file'}),0.10617956239210678,0.5578298506142071,1.6313386425099683,eclat,Portfolio-wide,356255,37827,"{credit_file_established, leverage_under_3x} -> {cluster_2_thin_file}","{credit_file_established, leverage_under_3x} -> {cluster_2_thin_file}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'leverage_under_3x'}),0.10617956239210678,0.798307445551241,1.6825376351962502,eclat,Portfolio-wide,356255,37827,"{cluster_2_thin_file, credit_file_established} -> {leverage_under_3x}","{cluster_2_thin_file, credit_file_established} -> {leverage_under_3x}"
"frozenset({'credit_file_established', 'previous_one'})",frozenset({'cluster_2_thin_file'}),0.030371503557844803,0.46473670646851645,1.3590935426279867,eclat,Portfolio-wide,356255,10820,"{credit_file_established, previous_one} -> {cluster_2_thin_file}","{credit_file_established, previous_one} -> {cluster_2_thin_file}"
"frozenset({'credit_file_established', 'previous_two_to_four'})",frozenset({'cluster_2_thin_file'}),0.0659780213611037,0.41378399788750986,1.2100855209933905,eclat,Portfolio-wide,356255,23505,"{credit_file_established, previous_two_to_four} -> {cluster_2_thin_file}","{credit_file_established, previous_two_to_four} -> {cluster_2_thin_file}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'previous_two_to_four'}),0.0659780213611037,0.49605352017558674,1.291238962094326,eclat,Portfolio-wide,356255,23505,"{cluster_2_thin_file, credit_file_established} -> {previous_two_to_four}","{cluster_2_thin_file, credit_file_established} -> {previous_two_to_four}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'repayment_clean_observed'}),0.07272880380626237,0.546809049468175,1.2194880364480518,eclat,Portfolio-wide,356255,25910,"{cluster_2_thin_file, credit_file_established} -> {repayment_clean_observed}","{cluster_2_thin_file, credit_file_established} -> {repayment_clean_observed}"
frozenset({'credit_file_none'}),frozenset({'cluster_2_thin_file'}),0.06422646699695443,0.45359210213305845,1.3265018416139611,eclat,Portfolio-wide,356255,22881,{credit_file_none} -> {cluster_2_thin_file},{credit_file_none} -> {cluster_2_thin_file}
"frozenset({'credit_file_none', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.044106047634419165,0.8220675944333996,2.40408546096594,eclat,Portfolio-wide,356255,15713,"{credit_file_none, credit_small} -> {cluster_2_thin_file}","{credit_file_none, credit_small} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.044106047634419165,0.6867269787159652,2.0558644028407844,eclat,Portfolio-wide,356255,15713,"{cluster_2_thin_file, credit_file_none} -> {credit_small}","{cluster_2_thin_file, credit_file_none} -> {credit_small}"
"frozenset({'external_score_weak', 'credit_file_none'})",frozenset({'cluster_2_thin_file'}),0.030368696579697128,0.5574792600608028,1.6303133622800963,eclat,Portfolio-wide,356255,10819,"{credit_file_none, external_score_weak} -> {cluster_2_thin_file}","{credit_file_none, external_score_weak} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'cluster_2_thin_file'})",frozenset({'external_score_weak'}),0.030368696579697128,0.47283772562388005,1.4192262658151804,eclat,Portfolio-wide,356255,10819,"{cluster_2_thin_file, credit_file_none} -> {external_score_weak}","{cluster_2_thin_file, credit_file_none} -> {external_score_weak}"
"frozenset({'credit_file_none', 'income_q1'})",frozenset({'cluster_2_thin_file'}),0.03242621156194299,0.5672755843645648,1.6589621023460683,eclat,Portfolio-wide,356255,11552,"{credit_file_none, income_q1} -> {cluster_2_thin_file}","{credit_file_none, income_q1} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'cluster_2_thin_file'})",frozenset({'income_q1'}),0.03242621156194299,0.5048730387657882,1.5772938046487057,eclat,Portfolio-wide,356255,11552,"{cluster_2_thin_file, credit_file_none} -> {income_q1}","{cluster_2_thin_file, credit_file_none} -> {income_q1}"
"frozenset({'credit_file_none', 'leverage_under_3x'})",frozenset({'cluster_2_thin_file'}),0.04730880970091648,0.7146370420624153,2.0899115040218827,eclat,Portfolio-wide,356255,16854,"{credit_file_none, leverage_under_3x} -> {cluster_2_thin_file}","{credit_file_none, leverage_under_3x} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'cluster_2_thin_file'})",frozenset({'leverage_under_3x'}),0.04730880970091648,0.7365936803461387,1.5524677816004973,eclat,Portfolio-wide,356255,16854,"{cluster_2_thin_file, credit_file_none} -> {leverage_under_3x}","{cluster_2_thin_file, credit_file_none} -> {leverage_under_3x}"
"frozenset({'credit_file_none', 'previous_approval_high'})",frozenset({'cluster_2_thin_file'}),0.03973838963663668,0.49301758662719836,1.441799214610676,eclat,Portfolio-wide,356255,14157,"{credit_file_none, previous_approval_high} -> {cluster_2_thin_file}","{credit_file_none, previous_approval_high} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'repayment_clean_observed'})",frozenset({'cluster_2_thin_file'}),0.03603037150355785,0.5270375692876206,1.5412885342846927,eclat,Portfolio-wide,356255,12836,"{credit_file_none, repayment_clean_observed} -> {cluster_2_thin_file}","{credit_file_none, repayment_clean_observed} -> {cluster_2_thin_file}"
"frozenset({'credit_file_none', 'cluster_2_thin_file'})",frozenset({'repayment_clean_observed'}),0.03603037150355785,0.5609894672435646,1.251113061391845,eclat,Portfolio-wide,356255,12836,"{cluster_2_thin_file, credit_file_none} -> {repayment_clean_observed}","{cluster_2_thin_file, credit_file_none} -> {repayment_clean_observed}"
"frozenset({'credit_small', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.0646475137191057,0.7678535707141427,2.2455399264059017,eclat,Portfolio-wide,356255,23031,"{credit_file_thin, credit_small} -> {cluster_2_thin_file}","{credit_file_thin, credit_small} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.0646475137191057,0.6992652416808356,2.093400380459039,eclat,Portfolio-wide,356255,23031,"{cluster_2_thin_file, credit_file_thin} -> {credit_small}","{cluster_2_thin_file, credit_file_thin} -> {credit_small}"
"frozenset({'external_score_weak', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.03754613970330241,0.4982678338610542,1.4571532355292225,eclat,Portfolio-wide,356255,13376,"{credit_file_thin, external_score_weak} -> {cluster_2_thin_file}","{credit_file_thin, external_score_weak} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'external_score_weak'}),0.03754613970330241,0.406120961865436,1.218975358654087,eclat,Portfolio-wide,356255,13376,"{cluster_2_thin_file, credit_file_thin} -> {external_score_weak}","{cluster_2_thin_file, credit_file_thin} -> {external_score_weak}"
"frozenset({'income_q1', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.04501831553241358,0.5209172404833051,1.5233900140238046,eclat,Portfolio-wide,356255,16038,"{credit_file_thin, income_q1} -> {cluster_2_thin_file}","{credit_file_thin, income_q1} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'income_q1'}),0.04501831553241358,0.48694437697352444,1.5212821640990148,eclat,Portfolio-wide,356255,16038,"{cluster_2_thin_file, credit_file_thin} -> {income_q1}","{cluster_2_thin_file, credit_file_thin} -> {income_q1}"
"frozenset({'leverage_under_3x', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.07025585605816059,0.6484028911168105,1.8962138563029003,eclat,Portfolio-wide,356255,25029,"{credit_file_thin, leverage_under_3x} -> {cluster_2_thin_file}","{credit_file_thin, leverage_under_3x} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'leverage_under_3x'}),0.07025585605816059,0.7599283458829246,1.6016486494342534,eclat,Portfolio-wide,356255,25029,"{cluster_2_thin_file, credit_file_thin} -> {leverage_under_3x}","{cluster_2_thin_file, credit_file_thin} -> {leverage_under_3x}"
"frozenset({'credit_file_thin', 'previous_approval_high'})",frozenset({'cluster_2_thin_file'}),0.057478491529943436,0.45154248164237354,1.32050785419064,eclat,Portfolio-wide,356255,20477,"{credit_file_thin, previous_approval_high} -> {cluster_2_thin_file}","{credit_file_thin, previous_approval_high} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'previous_two_to_four'})",frozenset({'cluster_2_thin_file'}),0.044456919902878554,0.475173262128349,1.3896145994051468,eclat,Portfolio-wide,356255,15838,"{credit_file_thin, previous_two_to_four} -> {cluster_2_thin_file}","{credit_file_thin, previous_two_to_four} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'previous_two_to_four'}),0.044456919902878554,0.4808719941705125,1.2517210933876164,eclat,Portfolio-wide,356255,15838,"{cluster_2_thin_file, credit_file_thin} -> {previous_two_to_four}","{cluster_2_thin_file, credit_file_thin} -> {previous_two_to_four}"
"frozenset({'repayment_clean_observed', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.052058216726782784,0.4778665292450399,1.3974908912837933,eclat,Portfolio-wide,356255,18546,"{credit_file_thin, repayment_clean_observed} -> {cluster_2_thin_file}","{credit_file_thin, repayment_clean_observed} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'repayment_clean_observed'}),0.052058216726782784,0.5630920573232937,1.2558022366172328,eclat,Portfolio-wide,356255,18546,"{cluster_2_thin_file, credit_file_thin} -> {repayment_clean_observed}","{cluster_2_thin_file, credit_file_thin} -> {repayment_clean_observed}"
"frozenset({'cluster_2_thin_file', 'credit_medium'})",frozenset({'external_score_weak'}),0.04916702923467741,0.4732774925695758,1.4205462298670022,eclat,Portfolio-wide,356255,17516,"{cluster_2_thin_file, credit_medium} -> {external_score_weak}","{cluster_2_thin_file, credit_medium} -> {external_score_weak}"
"frozenset({'income_q3', 'cluster_2_thin_file'})",frozenset({'credit_medium'}),0.033678123815806094,0.4361640250109059,1.2681848320377738,eclat,Portfolio-wide,356255,11998,"{cluster_2_thin_file, income_q3} -> {credit_medium}","{cluster_2_thin_file, income_q3} -> {credit_medium}"
"frozenset({'cluster_2_thin_file', 'leverage_3_to_6x'})",frozenset({'credit_medium'}),0.04209344430253611,0.5843659886213077,1.6990949290459494,eclat,Portfolio-wide,356255,14996,"{cluster_2_thin_file, leverage_3_to_6x} -> {credit_medium}","{cluster_2_thin_file, leverage_3_to_6x} -> {credit_medium}"
"frozenset({'leverage_under_3x', 'credit_medium'})",frozenset({'cluster_2_thin_file'}),0.06118931664116995,0.41119326970234277,1.2025090978312931,eclat,Portfolio-wide,356255,21799,"{credit_medium, leverage_under_3x} -> {cluster_2_thin_file}","{credit_medium, leverage_under_3x} -> {cluster_2_thin_file}"
"frozenset({'cluster_2_thin_file', 'credit_medium'})",frozenset({'leverage_under_3x'}),0.06118931664116995,0.5890029721696839,1.2414010083967482,eclat,Portfolio-wide,356255,21799,"{cluster_2_thin_file, credit_medium} -> {leverage_under_3x}","{cluster_2_thin_file, credit_medium} -> {leverage_under_3x}"
"frozenset({'cluster_2_thin_file', 'credit_medium'})",frozenset({'previous_two_to_four'}),0.05261680537817013,0.5064847338557147,1.3183916562651987,eclat,Portfolio-wide,356255,18745,"{cluster_2_thin_file, credit_medium} -> {previous_two_to_four}","{cluster_2_thin_file, credit_medium} -> {previous_two_to_four}"
"frozenset({'cluster_2_thin_file', 'credit_medium'})",frozenset({'repayment_clean_observed'}),0.057217442562209654,0.5507700621453662,1.2283218470383332,eclat,Portfolio-wide,356255,20384,"{cluster_2_thin_file, credit_medium} -> {repayment_clean_observed}","{cluster_2_thin_file, credit_medium} -> {repayment_clean_observed}"
frozenset({'credit_small'}),frozenset({'cluster_2_thin_file'}),0.23726824886668257,0.7103133587112713,2.0772671614487273,eclat,Portfolio-wide,356255,84528,{credit_small} -> {cluster_2_thin_file},{credit_small} -> {cluster_2_thin_file}
frozenset({'cluster_2_thin_file'}),frozenset({'credit_small'}),0.23726824886668257,0.6938762108028238,2.0772671614487273,eclat,Portfolio-wide,356255,84528,{cluster_2_thin_file} -> {credit_small},{cluster_2_thin_file} -> {credit_small}
"frozenset({'external_score_middle', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.07627682418492372,0.7045920087121114,2.060535429845126,eclat,Portfolio-wide,356255,27174,"{credit_small, external_score_middle} -> {cluster_2_thin_file}","{credit_small, external_score_middle} -> {cluster_2_thin_file}"
"frozenset({'external_score_middle', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.07627682418492372,0.6972519436532985,2.087373141286257,eclat,Portfolio-wide,356255,27174,"{cluster_2_thin_file, external_score_middle} -> {credit_small}","{cluster_2_thin_file, external_score_middle} -> {credit_small}"
"frozenset({'external_score_strong', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.07137303336093528,0.7194352488470135,2.1039435608109733,eclat,Portfolio-wide,356255,25427,"{credit_small, external_score_strong} -> {cluster_2_thin_file}","{credit_small, external_score_strong} -> {cluster_2_thin_file}"
"frozenset({'external_score_strong', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.07137303336093528,0.7676307209274242,2.2980670959403664,eclat,Portfolio-wide,356255,25427,"{cluster_2_thin_file, external_score_strong} -> {credit_small}","{cluster_2_thin_file, external_score_strong} -> {credit_small}"
"frozenset({'external_score_weak', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.08939664004715724,0.707560374130768,2.06921622956786,eclat,Portfolio-wide,356255,31848,"{credit_small, external_score_weak} -> {cluster_2_thin_file}","{credit_small, external_score_weak} -> {cluster_2_thin_file}"
"frozenset({'external_score_weak', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.08939664004715724,0.6418897129958079,1.921634437553647,eclat,Portfolio-wide,356255,31848,"{cluster_2_thin_file, external_score_weak} -> {credit_small}","{cluster_2_thin_file, external_score_weak} -> {credit_small}"
"frozenset({'income_q1', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.12855398520722516,0.7627406568516422,2.2305875283753225,eclat,Portfolio-wide,356255,45798,"{credit_small, income_q1} -> {cluster_2_thin_file}","{credit_small, income_q1} -> {cluster_2_thin_file}"
"frozenset({'income_q1', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.12855398520722516,0.846230598669623,2.5333726769442824,eclat,Portfolio-wide,356255,45798,"{cluster_2_thin_file, income_q1} -> {credit_small}","{cluster_2_thin_file, income_q1} -> {credit_small}"
"frozenset({'credit_small', 'cluster_2_thin_file'})",frozenset({'income_q1'}),0.12855398520722516,0.5418086314593981,1.6926857488671512,eclat,Portfolio-wide,356255,45798,"{cluster_2_thin_file, credit_small} -> {income_q1}","{cluster_2_thin_file, credit_small} -> {income_q1}"
"frozenset({'income_q2', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.0443277989080855,0.6956215311426305,2.034301827099145,eclat,Portfolio-wide,356255,15792,"{credit_small, income_q2} -> {cluster_2_thin_file}","{credit_small, income_q2} -> {cluster_2_thin_file}"
"frozenset({'income_q2', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.0443277989080855,0.6683878613450713,2.000962324211464,eclat,Portfolio-wide,356255,15792,"{cluster_2_thin_file, income_q2} -> {credit_small}","{cluster_2_thin_file, income_q2} -> {credit_small}"
"frozenset({'income_q3', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.04337623331602364,0.6440896965655218,1.8836001875714168,eclat,Portfolio-wide,356255,15453,"{credit_small, income_q3} -> {cluster_2_thin_file}","{credit_small, income_q3} -> {cluster_2_thin_file}"
"frozenset({'income_q3', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.04337623331602364,0.5617638505162135,1.681760494161004,eclat,Portfolio-wide,356255,15453,"{cluster_2_thin_file, income_q3} -> {credit_small}","{cluster_2_thin_file, income_q3} -> {credit_small}"
