normalized_rule,support,confidence,lift,support_min,support_max,confidence_min,confidence_max,lift_min,lift_max,algorithm,rule_str,context_n,support_count,appears_in,n_algos,metric_spread,is_consistent,context
"{credit_file_none, previous_two_to_four} -> {bureau_debt_not_observed}",0.05614236993165008,1.0,7.062386012211561,0.05614236993165008,0.05614236993165008,1.0,1.0,7.062386012211561,7.062386012211561,"['apriori', 'eclat', 'fpgrowth']","{credit_file_none, previous_two_to_four} -> {bureau_debt_not_observed}",356255,20001,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_none, repayment_clean_observed} -> {bureau_debt_not_observed}",0.06836395278662756,1.0,7.062386012211561,0.06836395278662756,0.06836395278662756,1.0,1.0,7.062386012211561,7.062386012211561,"['apriori', 'eclat', 'fpgrowth']","{credit_file_none, repayment_clean_observed} -> {bureau_debt_not_observed}",356255,24355,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_none, repayment_some_late} -> {bureau_debt_not_observed}",0.05772550560693885,1.0,7.062386012211561,0.05772550560693885,0.05772550560693885,1.0,1.0,7.062386012211561,7.062386012211561,"['apriori', 'eclat', 'fpgrowth']","{credit_file_none, repayment_some_late} -> {bureau_debt_not_observed}",356255,20565,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{credit_file_none} -> {bureau_debt_not_observed},0.14159520568132378,1.0,7.062386012211561,0.14159520568132378,0.14159520568132378,1.0,1.0,7.062386012211561,7.062386012211561,"['apriori', 'eclat', 'fpgrowth']",{credit_file_none} -> {bureau_debt_not_observed},356255,50444,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{credit_file_none} -> {income_q1},0.057161302999256154,0.4036951867417334,1.2612000802633996,0.057161302999256154,0.057161302999256154,0.40369518674173344,0.40369518674173344,1.2612000802633996,1.2612000802633996,"['apriori', 'eclat', 'fpgrowth']",{credit_file_none} -> {income_q1},356255,20364,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_large} -> {burden_20_to_35pct}",0.03183113219463587,0.4682080924855492,1.6165909807856031,0.03183113219463587,0.03183113219463587,0.4682080924855492,0.4682080924855492,1.6165909807856031,1.6165909807856031,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_large} -> {burden_20_to_35pct}",356255,11340,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_large} -> {bureau_debt_low}",0.04478814332430422,0.6587943848059454,1.3056302803144326,0.04478814332430422,0.04478814332430422,0.6587943848059454,0.6587943848059454,1.3056302803144326,1.3056302803144326,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_large} -> {bureau_debt_low}",356255,15956,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_large} -> {leverage_3_to_6x}",0.031640257680593954,0.46540049545829887,1.293987868054009,0.031640257680593954,0.031640257680593954,0.46540049545829887,0.46540049545829887,1.293987868054009,1.293987868054009,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_large} -> {leverage_3_to_6x}",356255,11272,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_large} -> {leverage_over_6x}",0.03057921994077276,0.4497935590421139,2.711724165310842,0.03057921994077276,0.03057921994077276,0.44979355904211393,0.44979355904211393,2.711724165310842,2.711724165310842,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_large} -> {leverage_over_6x}",356255,10894,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_medium} -> {bureau_debt_low}",0.04923439671022161,0.6195690568703638,1.2278916457888143,0.04923439671022161,0.04923439671022161,0.6195690568703638,0.6195690568703638,1.2278916457888143,1.2278916457888143,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_medium} -> {bureau_debt_low}",356255,17540,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_medium} -> {leverage_3_to_6x}",0.040167857293230975,0.5054750971388202,1.4054102857302657,0.040167857293230975,0.040167857293230975,0.5054750971388202,0.5054750971388202,1.4054102857302657,1.4054102857302657,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_medium} -> {leverage_3_to_6x}",356255,14310,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_small} -> {burden_under_20pct}",0.06939130678867665,0.8241981729679267,1.2554771570740302,0.06939130678867665,0.06939130678867665,0.8241981729679269,0.8241981729679269,1.2554771570740302,1.2554771570740302,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_small} -> {burden_under_20pct}",356255,24721,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_small} -> {bureau_debt_low}",0.05352065234172152,0.6356938054277522,1.2598484451552572,0.05352065234172152,0.05352065234172152,0.6356938054277522,0.6356938054277522,1.2598484451552572,1.2598484451552572,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_small} -> {bureau_debt_low}",356255,19067,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_small} -> {income_q1}",0.04733126552609788,0.5621791024871641,1.7563259421094302,0.04733126552609788,0.04733126552609788,0.5621791024871641,0.5621791024871641,1.7563259421094302,1.7563259421094302,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_small} -> {income_q1}",356255,16862,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, credit_small} -> {leverage_under_3x}",0.07168180095717955,0.8514036140561445,1.794444773595209,0.07168180095717955,0.07168180095717955,0.8514036140561445,0.8514036140561445,1.794444773595209,1.794444773595209,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, credit_small} -> {leverage_under_3x}",356255,25537,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, external_score_middle} -> {bureau_debt_low}",0.046233737070356905,0.6211721224920802,1.2310686780545954,0.046233737070356905,0.046233737070356905,0.6211721224920802,0.6211721224920802,1.2310686780545954,1.2310686780545954,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, external_score_middle} -> {bureau_debt_low}",356255,16471,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, external_score_strong} -> {bureau_debt_low}",0.06312613156306578,0.7723136096706616,1.5306081198338977,0.06312613156306578,0.06312613156306578,0.7723136096706618,0.7723136096706618,1.5306081198338977,1.5306081198338977,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, external_score_strong} -> {bureau_debt_low}",356255,22489,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, external_score_weak} -> {credit_small}",0.031334297062497365,0.4158316260011175,1.2448811011758567,0.031334297062497365,0.031334297062497365,0.4158316260011175,0.4158316260011175,1.2448811011758567,1.2448811011758567,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, external_score_weak} -> {credit_small}",356255,11163,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, external_score_weak} -> {income_q1}",0.030960968968856573,0.4108772583348855,1.2836378738443663,0.030960968968856577,0.030960968968856577,0.4108772583348855,0.4108772583348855,1.2836378738443663,1.2836378738443663,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, external_score_weak} -> {income_q1}",356255,11030,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, income_q1} -> {burden_20_to_35pct}",0.03492442211337385,0.40411848772248926,1.395307584182896,0.03492442211337385,0.03492442211337385,0.40411848772248926,0.40411848772248926,1.3953075841828961,1.3953075841828961,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, income_q1} -> {burden_20_to_35pct}",356255,12442,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, income_q1} -> {bureau_debt_low}",0.05625464905755709,0.6509354293880733,1.2900550258771357,0.05625464905755709,0.05625464905755709,0.6509354293880733,0.6509354293880733,1.2900550258771357,1.2900550258771357,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, income_q1} -> {bureau_debt_low}",356255,20041,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, income_q1} -> {credit_small}",0.04733126552609788,0.5476809146420683,1.6396002071059066,0.04733126552609788,0.04733126552609788,0.5476809146420683,0.5476809146420683,1.6396002071059068,1.6396002071059068,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, income_q1} -> {credit_small}",356255,16862,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, income_q3} -> {bureau_debt_low}",0.03597423194060434,0.6282660914750723,1.2451278457181665,0.03597423194060434,0.03597423194060434,0.6282660914750723,0.6282660914750723,1.2451278457181665,1.2451278457181665,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, income_q3} -> {bureau_debt_low}",356255,12816,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, income_q4} -> {burden_under_20pct}",0.037658418829209415,0.8385000000000001,1.2772627151256013,0.037658418829209415,0.037658418829209415,0.8385,0.8385,1.2772627151256013,1.2772627151256013,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, income_q4} -> {burden_under_20pct}",356255,13416,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_3_to_6x} -> {burden_20_to_35pct}",0.035847917923958965,0.42861457913813944,1.4798857046438574,0.035847917923958965,0.035847917923958965,0.4286145791381394,0.4286145791381394,1.4798857046438574,1.4798857046438574,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_3_to_6x} -> {burden_20_to_35pct}",356255,12771,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_3_to_6x} -> {bureau_debt_low}",0.05376766641871692,0.6428715263793797,1.274073596483547,0.05376766641871693,0.05376766641871693,0.6428715263793797,0.6428715263793797,1.274073596483547,1.274073596483547,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_3_to_6x} -> {bureau_debt_low}",356255,19155,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_3_to_6x} -> {credit_medium}",0.040167857293230975,0.48026580749093845,1.3964145997395185,0.040167857293230975,0.040167857293230975,0.4802658074909384,0.4802658074909384,1.3964145997395185,1.3964145997395185,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_3_to_6x} -> {credit_medium}",356255,14310,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_over_6x} -> {credit_large}",0.03057921994077276,0.7711474481489345,2.3945779072266467,0.03057921994077276,0.03057921994077276,0.7711474481489347,0.7711474481489347,2.3945779072266467,2.3945779072266467,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_over_6x} -> {credit_large}",356255,10894,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_under_3x} -> {burden_under_20pct}",0.09658811806150087,0.8914276832206419,1.3578859189129655,0.09658811806150089,0.09658811806150089,0.8914276832206419,0.8914276832206419,1.3578859189129655,1.3578859189129655,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_under_3x} -> {burden_under_20pct}",356255,34410,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_under_3x} -> {bureau_debt_low}",0.06683414969614461,0.6168233983575555,1.2224501681800128,0.06683414969614461,0.06683414969614461,0.6168233983575555,0.6168233983575555,1.2224501681800128,1.2224501681800128,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_under_3x} -> {bureau_debt_low}",356255,23810,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, leverage_under_3x} -> {credit_small}",0.07168180095717955,0.6615631719385509,1.9805311536791157,0.07168180095717955,0.07168180095717955,0.6615631719385509,0.6615631719385509,1.9805311536791157,1.9805311536791157,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, leverage_under_3x} -> {credit_small}",356255,25537,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_approval_high} -> {bureau_debt_low}",0.08136306858851104,0.6391761670599131,1.266749956307775,0.08136306858851104,0.08136306858851104,0.6391761670599131,0.6391761670599131,1.266749956307775,1.266749956307775,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_approval_high} -> {bureau_debt_low}",356255,28986,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_approval_high} -> {income_q1}",0.05116840465396977,0.4019713775386447,1.2558146598355728,0.05116840465396977,0.05116840465396977,0.4019713775386447,0.4019713775386447,1.2558146598355728,1.2558146598355728,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_approval_high} -> {income_q1}",356255,18229,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_approval_high} -> {previous_one}",0.04636566504329764,0.3642417693885201,2.146332190173463,0.04636566504329764,0.04636566504329764,0.3642417693885201,0.3642417693885201,2.146332190173463,2.146332190173463,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_approval_high} -> {previous_one}",356255,16518,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_deep} -> {bureau_debt_low}",0.04879089416288893,0.6412838959601549,1.270927154441697,0.04879089416288894,0.04879089416288894,0.6412838959601549,0.6412838959601549,1.270927154441697,1.270927154441697,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_deep} -> {bureau_debt_low}",356255,17382,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_deep} -> {card_utilisation_moderate}",0.032066918359040575,0.42147205312672936,1.6420231869761814,0.032066918359040575,0.032066918359040575,0.42147205312672936,0.42147205312672936,1.6420231869761814,1.6420231869761814,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_deep} -> {card_utilisation_moderate}",356255,11424,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_deep} -> {previous_outcome_mixed}",0.03754613970330241,0.4934882862940417,1.525512338354669,0.03754613970330241,0.03754613970330241,0.4934882862940417,0.4934882862940417,1.525512338354669,1.525512338354669,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_deep} -> {previous_outcome_mixed}",356255,13376,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_deep} -> {repayment_some_late}",0.04406394296220404,0.5791551374285188,1.3023304665471407,0.04406394296220404,0.04406394296220404,0.5791551374285188,0.5791551374285188,1.3023304665471407,1.3023304665471407,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_deep} -> {repayment_some_late}",356255,15698,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_one} -> {card_history_not_observed}",0.0449593689913124,0.9607125719769672,1.3544231127779691,0.0449593689913124,0.0449593689913124,0.9607125719769672,0.9607125719769672,1.3544231127779691,1.3544231127779691,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_one} -> {card_history_not_observed}",356255,16017,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_one} -> {previous_approval_high}",0.04636566504329764,0.9907629558541267,1.890096907198153,0.04636566504329764,0.04636566504329764,0.9907629558541267,0.9907629558541267,1.890096907198153,1.890096907198153,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_one} -> {previous_approval_high}",356255,16518,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_one} -> {repayment_clean_observed}",0.033417074848072305,0.7140714971209213,1.592515063081806,0.033417074848072305,0.033417074848072305,0.7140714971209212,0.7140714971209212,1.5925150630818057,1.5925150630818057,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_one} -> {repayment_clean_observed}",356255,11905,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_outcome_mixed} -> {bureau_debt_low}",0.04611865096630222,0.6335068440331598,1.2555142202673208,0.04611865096630223,0.04611865096630223,0.6335068440331598,0.6335068440331598,1.2555142202673208,1.2555142202673208,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_outcome_mixed} -> {bureau_debt_low}",356255,16430,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_outcome_mixed} -> {previous_deep}",0.03754613970330241,0.5157509157509157,1.2981682704228752,0.03754613970330241,0.03754613970330241,0.5157509157509157,0.5157509157509157,1.2981682704228752,1.2981682704228752,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_outcome_mixed} -> {previous_deep}",356255,13376,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_outcome_mixed} -> {previous_two_to_four}",0.03482056392190987,0.47831116252168876,1.2450551884684151,0.03482056392190987,0.03482056392190987,0.47831116252168876,0.47831116252168876,1.2450551884684151,1.2450551884684151,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_outcome_mixed} -> {previous_two_to_four}",356255,12405,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_two_to_four} -> {bureau_debt_low}",0.05946021810220207,0.635534487414119,1.2595327010815422,0.059460218102202075,0.059460218102202075,0.635534487414119,0.635534487414119,1.2595327010815422,1.2595327010815422,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_two_to_four} -> {bureau_debt_low}",356255,21183,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, previous_two_to_four} -> {income_q1}",0.03699035803006274,0.39536767573730164,1.2351837741688143,0.03699035803006274,0.03699035803006274,0.39536767573730164,0.39536767573730164,1.2351837741688143,1.2351837741688143,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, previous_two_to_four} -> {income_q1}",356255,13178,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, repayment_clean_observed} -> {bureau_debt_low}",0.06916394155871497,0.6348879154856996,1.2582512938509776,0.06916394155871497,0.06916394155871497,0.6348879154856996,0.6348879154856996,1.2582512938509776,1.2582512938509776,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, repayment_clean_observed} -> {bureau_debt_low}",356255,24640,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, repayment_clean_observed} -> {income_q1}",0.04243028168025712,0.3894872455552692,1.2168124899396882,0.04243028168025712,0.04243028168025712,0.38948724555526926,0.38948724555526926,1.2168124899396882,1.2168124899396882,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, repayment_clean_observed} -> {income_q1}",356255,15116,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_file_thin, repayment_some_late} -> {bureau_debt_low}",0.059777406632889364,0.6270353031239878,1.24268861038633,0.059777406632889364,0.059777406632889364,0.6270353031239878,0.6270353031239878,1.24268861038633,1.24268861038633,"['apriori', 'eclat', 'fpgrowth']","{credit_file_thin, repayment_some_late} -> {bureau_debt_low}",356255,21296,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{credit_file_thin} -> {bureau_debt_low},0.14754319237624736,0.6369419805147594,1.2623221383534933,0.14754319237624736,0.14754319237624736,0.6369419805147594,0.6369419805147594,1.2623221383534933,1.2623221383534933,"['apriori', 'eclat', 'fpgrowth']",{credit_file_thin} -> {bureau_debt_low},356255,52563,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_middle} -> {burden_20_to_35pct}",0.04672776522434772,0.4234154033981076,1.461934411738526,0.046727765224347725,0.046727765224347725,0.4234154033981076,0.4234154033981076,1.4619344117385258,1.4619344117385258,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_middle} -> {burden_20_to_35pct}",356255,16647,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_middle} -> {income_q4}",0.04386745449186678,0.3974972021568827,1.674079273606812,0.043867454491866784,0.043867454491866784,0.3974972021568827,0.3974972021568827,1.6740792736068122,1.6740792736068122,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_middle} -> {income_q4}",356255,15628,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_middle} -> {leverage_3_to_6x}",0.05387713856647627,0.488198189032455,1.3573740036349797,0.05387713856647626,0.05387713856647626,0.488198189032455,0.488198189032455,1.35737400363498,1.35737400363498,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_middle} -> {leverage_3_to_6x}",356255,19194,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_middle} -> {leverage_over_6x}",0.04472638980505537,0.40528029301047913,2.4433617204773617,0.04472638980505537,0.04472638980505537,0.4052802930104792,0.4052802930104792,2.4433617204773617,2.4433617204773617,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_middle} -> {leverage_over_6x}",356255,15934,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_strong} -> {burden_20_to_35pct}",0.05526939972772312,0.4301662552159569,1.4852432061325314,0.05526939972772312,0.05526939972772312,0.43016625521595697,0.43016625521595697,1.4852432061325316,1.4852432061325316,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_strong} -> {burden_20_to_35pct}",356255,19690,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_strong} -> {income_q4}",0.05428695737603683,0.4225198260983549,1.779463301178265,0.05428695737603683,0.05428695737603683,0.4225198260983549,0.4225198260983549,1.779463301178265,1.779463301178265,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_strong} -> {income_q4}",356255,19340,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_strong} -> {leverage_3_to_6x}",0.0615570307785154,0.47910340156861025,1.332087084614501,0.06155703077851539,0.06155703077851539,0.47910340156861025,0.47910340156861025,1.332087084614501,1.332087084614501,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_strong} -> {leverage_3_to_6x}",356255,21930,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_strong} -> {leverage_over_6x}",0.05344767090988197,0.4159875909378891,2.507914086671253,0.053447670909881964,0.053447670909881964,0.4159875909378891,0.4159875909378891,2.507914086671253,2.507914086671253,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_strong} -> {leverage_over_6x}",356255,19041,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_weak} -> {burden_20_to_35pct}",0.03661422295827427,0.44061613295500607,1.5213236976370232,0.03661422295827427,0.03661422295827427,0.44061613295500607,0.44061613295500607,1.5213236976370232,1.5213236976370232,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_weak} -> {burden_20_to_35pct}",356255,13044,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_weak} -> {bureau_debt_moderate}",0.03023396162860872,0.36383596811241725,1.2303712690190625,0.03023396162860872,0.03023396162860872,0.36383596811241725,0.36383596811241725,1.2303712690190625,1.2303712690190625,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_weak} -> {bureau_debt_moderate}",356255,10771,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_weak} -> {leverage_3_to_6x}",0.04082749715793463,0.49131874071071485,1.3660503072760568,0.04082749715793463,0.04082749715793463,0.4913187407107148,0.4913187407107148,1.3660503072760568,1.3660503072760568,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_weak} -> {leverage_3_to_6x}",356255,14545,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, external_score_weak} -> {leverage_over_6x}",0.03400654025908408,0.4092352384812863,2.4672053727264376,0.03400654025908408,0.03400654025908408,0.4092352384812863,0.4092352384812863,2.4672053727264376,2.4672053727264376,"['apriori', 'eclat', 'fpgrowth']","{credit_large, external_score_weak} -> {leverage_over_6x}",356255,12115,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q1} -> {leverage_over_6x}",0.049658250410520556,1.0,6.028819467948284,0.049658250410520556,0.049658250410520556,1.0,1.0,6.028819467948284,6.028819467948284,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q1} -> {leverage_over_6x}",356255,17691,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q2} -> {burden_20_to_35pct}",0.03351251210509326,0.6854797037377275,2.366768802929649,0.03351251210509326,0.03351251210509326,0.6854797037377275,0.6854797037377275,2.366768802929649,2.366768802929649,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q2} -> {burden_20_to_35pct}",356255,11939,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q2} -> {leverage_over_6x}",0.03441355209049698,0.7039099730148705,4.243746148995003,0.03441355209049698,0.03441355209049698,0.7039099730148706,0.7039099730148706,4.243746148995003,4.243746148995003,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q2} -> {leverage_over_6x}",356255,12260,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q3} -> {burden_20_to_35pct}",0.0506575346310929,0.5276283475616887,1.8217524249676726,0.0506575346310929,0.0506575346310929,0.5276283475616887,0.5276283475616887,1.8217524249676726,1.8217524249676726,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q3} -> {burden_20_to_35pct}",356255,18047,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q3} -> {leverage_3_to_6x}",0.060560553536090724,0.6307741784586599,1.7537887096649538,0.060560553536090724,0.060560553536090724,0.6307741784586599,0.6307741784586599,1.753788709664954,1.753788709664954,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q3} -> {leverage_3_to_6x}",356255,21575,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q3} -> {leverage_over_6x}",0.035449327026989094,0.3692258215413402,2.2259958209776305,0.035449327026989094,0.035449327026989094,0.3692258215413402,0.3692258215413402,2.2259958209776305,2.2259958209776305,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q3} -> {leverage_over_6x}",356255,12629,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q4} -> {external_score_strong}",0.05428695737603683,0.4258411132640479,1.2781655529090705,0.05428695737603683,0.05428695737603683,0.4258411132640479,0.4258411132640479,1.2781655529090705,1.2781655529090705,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q4} -> {external_score_strong}",356255,19340,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, income_q4} -> {leverage_3_to_6x}",0.08127043830963776,0.63750660560155,1.7725073812832095,0.08127043830963776,0.08127043830963776,0.63750660560155,0.63750660560155,1.7725073812832095,1.7725073812832095,"['apriori', 'eclat', 'fpgrowth']","{credit_large, income_q4} -> {leverage_3_to_6x}",356255,28953,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{credit_large, leverage_3_to_6x} -> {income_q3}",0.060560553536090724,0.3874472479123641,1.4809134530504398,0.060560553536090724,0.060560553536090724,0.3874472479123642,0.3874472479123642,1.4809134530504398,1.4809134530504398,"['apriori', 'eclat', 'fpgrowth']","{credit_large, leverage_3_to_6x} -> {income_q3}",356255,21575,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
