PC1,PC2,CLUSTER_KMEANS
-1.0980419,-1.334764,2
-0.9432994,-1.1588459,2
7.506084,-2.4510539,0
-0.27482948,1.3442488,3
0.11673903,2.0302677,3
3.5875628,-1.4317261,4
-0.96616364,0.5996223,3
1.8048375,-1.9581059,4
-1.0502836,0.18776406,3
-1.3726608,0.4194126,3
-1.8196678,1.0644431,3
-0.21444294,-1.288306,1
-1.5932425,-0.5795981,2
-1.9717679,-1.7778213,2
-2.180573,-2.1330156,2
-1.6727606,-2.8226132,2
2.8090112,-2.8093174,0
-0.7618376,-0.52638996,2
-1.9181426,2.0969045,3
-0.07155661,1.2224286,3
-0.6432953,-0.6450023,2
-2.0117862,1.4140508,3
1.0709186,-0.48750332,0
-1.9125849,-2.3212984,2
-1.7120179,2.0396335,3
7.3634586,2.0633287,0
2.3576388,-1.0792688,4
-0.7278046,-3.2709875,2
-1.3636216,-1.4854783,2
-1.371967,0.8643506,3
-2.272675,-3.761105,2
-0.7439815,0.28796268,3
-0.42382446,-2.7756884,2
3.2058065,2.1434927,0
-1.5741217,-2.4512477,2
-1.2982213,-1.0321138,2
-0.47678906,2.5314882,3
0.1636839,0.22373453,3
0.14110802,2.2464354,3
-0.5007161,-0.55612314,2
-2.459147,-2.9103909,2
1.7539079,-2.7834268,4
-1.5357131,-1.5254159,2
-2.1230025,-0.8943409,2
0.17072439,-1.4529864,2
0.19930696,-1.0031109,4
1.4707693,-0.42550278,4
-1.1319562,1.9851143,3
-1.2079724,-1.8562485,2
-1.4739534,2.157694,3
1.3146156,1.2421377,0
0.3820671,1.4055758,3
-1.6258591,0.6333508,3
0.61186314,0.73552996,3
1.0014476,2.6265593,3
-0.82092935,-1.5890281,2
-1.8658327,1.5912067,3
-1.1632209,-1.5717485,2
0.07643995,-0.6403713,2
-0.59480137,-1.2540643,2
-0.7892991,-0.32880732,2
4.0084367,-1.1219463,1
-1.3611567,1.3424793,3
5.7298203,1.5155462,0
3.4360197,1.9807696,0
5.0205173,-1.3706069,0
-0.98071283,1.2620691,3
1.4579061,1.0348345,4
3.243318,-1.872101,4
0.8861568,-1.256765,4
-0.817275,0.48647594,3
-0.43960732,-1.213544,2
2.2621672,-0.5848929,0
-0.12117961,-1.1242964,2
-0.5485551,-2.418137,2
7.156259,-0.48915708,0
-1.7861927,4.126847,3
6.0610313,3.482973,0
3.1620011,2.7346046,0
-0.019511726,-1.0072534,2
-0.9012467,1.8228312,3
-2.1750135,0.73422486,3
-1.9603852,-0.031864356,2
0.3898805,1.4611065,3
-1.5713965,-3.1578925,2
3.0928833,-3.3434525,0
-1.6061875,-1.8233694,2
2.9822943,3.4427652,4
-2.1203837,1.0784044,3
-0.2469501,-1.7935188,2
-1.409315,2.8273392,3
-1.5622861,-0.5391091,2
-0.66591805,-2.6468616,2
-1.6156162,2.7001867,3
-0.07405182,0.3344644,3
-1.7378329,0.91582626,3
-1.0856545,1.1412792,3
-1.7612227,1.5712324,3
5.0780344,-1.5060743,0
2.632051,-0.49092793,0
1.9969456,-1.5624628,4
-1.7014319,-0.99878377,2
0.4365682,-2.663889,4
-0.7758221,0.6590825,3
-1.4036413,0.041990854,2
-1.6629809,0.64763856,3
1.9595128,-1.4051522,4
-1.3199092,-2.7296808,2
0.6668537,2.0535226,4
-1.5402975,1.6342555,3
-1.7606316,-1.4260477,2
-1.2852402,0.7180391,3
-0.93592465,-3.0743804,2
3.6807537,-2.3059087,0
0.42338565,0.69349253,3
-0.09191669,1.8341856,3
-1.7703637,0.21645658,3
5.032563,3.5204284,0
1.2658509,-2.3141787,1
0.5502882,0.45079315,4
-2.219142,-0.012123882,2
0.19366108,1.9789183,3
2.3352606,1.2683388,4
2.2402434,1.5901921,0
-0.19413838,0.5594309,3
1.9991199,-1.0186197,4
0.55836445,-1.996914,4
0.07816367,1.0015794,3
-1.6857826,1.3653064,3
-0.22403443,0.9265862,3
-0.5894315,0.5298764,3
0.070579365,0.53743047,3
-0.69909817,-1.9820936,2
-1.9407176,5.214797,3
-2.2687428,-0.49963,2
4.1501727,1.746007,0
-1.4241453,-0.28285483,2
5.7795,2.630508,0
3.9464295,3.2235217,0
0.6994471,-0.31554174,4
0.21161902,0.56990147,3
0.83087265,-0.8642419,4
-0.43043974,-0.88678724,2
-0.9996037,-0.74153996,2
1.7787749,-1.0882554,4
5.234181,-1.0640491,0
-0.68006766,-0.0080985,2
-0.21472275,-1.8900776,2
0.16456385,0.44332072,3
0.07843934,-1.7163724,4
-2.0057676,-0.6907013,2
3.248206,-2.1630132,0
0.48082063,0.007062625,3
3.551561,-0.963465,0
0.45503184,-1.5301518,2
0.8865128,-0.03322161,4
-0.733775,-0.89670205,2
-0.02994851,3.7538726,3
-2.226495,-1.2827138,2
0.027664168,-3.0558093,2
-1.0597153,0.30902162,3
-0.50077575,0.3824009,3
-1.2904958,-1.3712974,2
-1.5068032,1.9204057,3
-0.6100199,-0.7954965,2
-1.949595,-0.4460416,2
-0.89236057,-4.3349776,2
-2.3455799,-1.3247539,2
-1.3184496,1.5006409,3
3.4655356,-1.1253937,0
1.0268693,0.552872,4
-1.8163786,1.3791933,3
2.7156613,-2.0352173,1
0.9799564,1.7930192,1
0.9685263,-1.3163639,4
-2.2206924,2.5055494,3
-2.1281238,-2.6708903,2
-0.12467451,1.2019032,3
1.1662955,2.2908688,3
-0.29861987,0.19003834,3
-1.7262473,1.3748454,3
-0.7298816,1.7052643,3
0.4142598,3.0331523,3
2.4297569,1.1285993,0
-1.7430067,-3.2385888,2
-2.2002358,3.1363232,3
-1.6746166,-2.6586366,2
-0.6534084,3.2562811,3
5.2006,0.5808155,0
-1.5257398,0.6879308,3
0.40595427,0.23701762,4
-1.6575329,1.1493448,3
-0.9999142,2.4141977,3
-0.08001768,-2.29837,2
-2.0210063,0.87704676,3
-0.64602685,-3.022842,2
3.6884956,-3.0434904,0
5.322687,0.75367767,4
-0.6329841,0.026426446,3
-1.5897256,0.62079406,3
3.9886014,2.3133726,0
-1.2362252,0.30982003,3
-0.8968272,-2.155257,2
-2.0647318,-1.1845411,2
-1.5679199,3.1002898,3
-1.5127014,1.0762471,3
2.5589974,-0.2654478,0
0.49999723,0.88415045,4
-1.4427145,-0.35664073,2
2.4834113,0.48829186,0
-1.9353874,-3.4576516,2
-0.16493426,-2.1846995,2
-1.9669276,-2.5586736,2
-1.3583298,-0.44360432,2
1.3856674,5.608294,3
1.6702062,0.66743296,4
6.3645496,2.4828362,0
-1.6270479,0.53189546,3
0.6745264,0.7830867,4
-0.2840102,1.1893375,3
-1.4575331,-2.658373,2
4.823655,-0.9432218,0
3.2521741,1.4006075,0
-1.3587433,3.59072,3
-1.7559092,-1.3108373,2
-0.86168337,-1.5418499,2
3.62492,0.65733624,0
-1.5220366,0.47850713,3
-1.4514933,0.12118079,2
-0.23349258,-0.70938617,2
-1.5435005,-2.6202362,2
-2.0730839,0.88387305,3
-1.848378,-0.086057246,2
-1.4784079,-0.03108557,2
4.798706,-1.861546,0
0.16623868,0.85981107,3
-0.47221687,-0.9683894,2
-2.1158483,-2.9876091,2
4.7739024,1.1783367,0
2.7820108,-0.3304323,0
-1.9442706,-0.5271097,2
-1.4595296,0.46477905,3
0.40868768,-0.033887025,2
-0.6649784,1.3333194,3
1.1552436,-3.540311,4
7.560767,-0.83310354,0
2.7969396,-0.85451615,0
1.6391245,-1.4966518,0
-1.8764936,0.62918866,3
-2.4469092,-3.551474,2
-0.09526864,0.14620471,3
-0.86293024,2.4838648,3
0.72854006,1.0246562,4
-0.88419074,-0.7439238,2
-1.9226141,-0.24777669,2
-0.11076495,-0.35400447,4
-1.6831317,2.2437797,3
-0.1297218,0.23965366,4
0.83803904,-1.9198041,4
2.335983,1.6937263,0
-1.3012623,-0.2924946,2
-1.0015349,-0.028234873,3
1.5401593,1.5230627,4
-1.3049325,-0.3236123,2
-0.8814127,-1.288588,2
0.76715875,0.12320113,4
-0.65756404,0.3281642,3
1.4948705,0.9505921,4
-2.0467412,0.35313892,3
-0.45162764,0.8735525,3
-2.248038,-2.461648,2
-2.2730408,1.2431086,3
-1.8624679,0.1883147,3
5.673778,1.0088553,1
0.4883186,-0.93771166,1
-1.972295,2.7202272,3
2.205252,-0.7737271,0
-0.042624503,-0.770887,4
0.98549914,1.0364069,3
-1.8217154,-0.059306443,2
-1.3354853,0.029866286,3
-1.6320716,1.0076231,3
-1.2161986,2.0396972,3
1.6952024,-4.9192305,4
-0.60090643,-2.1792822,2
0.45461568,-0.94366485,4
2.220672,0.2685609,4
3.4230714,-0.30071956,1
-1.6769218,-0.2712312,2
-1.6094028,-1.3684,2
-1.6310241,-1.4658148,2
-0.8511828,4.471479,3
0.57623446,-1.3358936,4
-0.9911384,-1.1160312,2
4.1318655,-2.7577915,4
-1.4180006,-1.0699834,2
-0.3925257,-0.48500535,2
5.0418563,-1.2964002,0
-1.2889937,2.8628254,3
5.9036536,-1.5586042,0
-0.4375148,2.1182175,3
-1.4050181,1.6651207,3
-1.3853812,0.3766953,3
-1.9312699,1.4513599,3
0.6315243,-1.3989758,2
0.42819726,-0.21007665,4
-0.2749734,0.7942725,3
0.18307164,-1.3130449,4
-1.2266742,0.7652525,3
-1.5940446,-3.3059304,2
2.3522582,1.8009399,0
0.31946844,-0.4172564,4
-0.8224343,1.2520568,3
-1.5168564,-2.153535,2
3.928819,-0.08021018,0
4.3714952,0.06264037,0
0.16106518,-2.1235886,2
-1.9116645,1.9528532,3
-1.6797836,-0.78722215,2
0.7240713,2.918979,3
1.2699805,-0.5531435,2
-0.5022415,-0.2917843,3
-1.3160917,-1.8529706,2
-0.68564045,-0.13597216,2
-1.7153102,-0.31991655,2
-1.5666794,0.099336624,2
0.24627532,2.2078838,3
-2.149994,-3.896603,2
-1.9625409,5.0152345,3
-1.4888084,-1.4777179,2
5.8798504,-0.6389881,4
-1.3319558,0.41355276,3
4.9700785,-1.3962123,1
0.106536165,-2.5870235,2
-2.1248353,1.968991,3
-1.7299346,0.8687944,3
3.6469526,-2.5943482,0
-0.56222695,-1.7730997,2
-1.4172368,-0.6543302,2
-1.978038,0.01787851,2
-2.2175097,-1.4845198,2
-1.3827591,-2.2428203,2
-0.59811836,0.32801628,3
0.29688436,-0.06395721,4
3.3621695,-0.5216134,4
-1.3218042,0.16251144,2
-2.260966,-2.5402687,2
4.595855,2.3270392,0
-0.8908484,-0.23107938,2
1.5173968,0.25323394,0
-1.6558903,-4.0513635,2
-1.4960792,2.5378401,3
-1.9176966,-0.61647964,2
4.827571,-1.9505489,0
-0.26750088,-1.2829266,2
-2.4535525,-1.6536608,2
-1.4965012,-3.9599173,2
0.68652004,2.464943,3
-0.54567516,-0.5682282,2
4.0675,-0.76242787,0
-2.6138787,2.3945682,3
2.6164677,4.487596,0
-1.5418452,3.493167,3
-0.554057,0.887245,3
2.4901218,-1.2295696,4
0.21921986,-1.5085205,4
0.29313666,2.0199485,3
-0.1362016,-1.5631447,2
0.097552136,1.3753358,1
-1.3296676,-2.8067257,2
-0.5231888,-2.1204093,2
2.2513168,-1.3586408,4
2.9817836,1.0204792,0
-1.367535,-2.116012,2
-0.6450607,0.38061824,3
-0.45672712,-0.67866707,2
-1.9255811,0.31190243,3
-1.9113978,2.0024526,3
-0.5282727,-0.2925286,2
-1.6568577,-0.532739,2
-2.0694458,-1.4390647,2
1.161639,-1.0719652,4
-0.007567758,-0.6370706,2
-1.8717742,-3.3412063,2
-1.1726581,0.27269867,2
-1.1250578,-0.35669336,2
1.5808372,1.617561,4
5.1148963,2.023706,0
4.328859,-1.1585883,0
-0.6119759,1.5086665,3
0.25734803,1.8850704,3
-0.74970675,4.0889854,3
-1.6899599,0.09667143,2
-0.13805525,1.2076854,3
-1.5871626,0.2658232,3
-1.8548714,0.71828294,3
-2.011754,-2.6224868,2
-0.8228973,4.1873665,3
-0.53282285,-1.2653108,2
-1.9271559,1.624834,3
1.2565821,-0.85184854,0
-0.9604065,0.8303567,3
2.2554765,-0.7095008,0
3.4598365,2.0863168,0
-0.9521289,1.7498131,3
1.4583993,0.01675893,4
-2.156112,1.4592847,3
6.962434,0.68659747,0
2.7338088,1.6412647,0
1.2670276,1.0126982,4
5.3929763,-1.2679666,0
1.9273006,-1.6130565,4
-2.4718602,-1.4571327,2
-1.4876639,3.0227773,3
-0.67887056,-0.27255416,2
-1.1364087,0.37288043,3
-1.1704396,1.2268133,3
2.687933,-2.2139266,0
-1.7008256,0.54586107,3
-1.1246594,1.8700714,3
-1.2522663,-3.1471736,2
2.1147957,-2.1678033,0
1.332992,-0.89457244,4
-1.3694254,1.5316389,3
-1.0972329,-3.4445598,2
-0.534822,1.5380912,3
0.018999584,-0.4950734,4
-0.6405066,1.7947719,3
1.6666127,2.5031192,4
-0.27219257,-0.74819744,4
-1.3851477,-0.5648141,2
4.536693,-0.25463787,4
-1.6715101,4.1247926,3
-1.3929865,1.9149034,3
-1.0356082,-0.12474845,2
-0.9284864,-2.6940675,2
-1.4269443,1.268605,3
4.0701447,2.6635647,0
-1.2867923,-0.98105574,2
-0.75876284,-0.9537144,2
-1.3534207,-1.5946524,2
-1.3863789,0.84727603,3
0.5788026,3.6331477,3
-0.5020867,-1.0279197,2
0.45523053,0.0039832983,4
-1.1679515,2.4128008,3
-1.1745105,-0.26192725,2
-0.78764164,-2.440026,2
-1.3193845,1.7098237,3
-1.8870546,-0.59677047,2
-1.4206051,2.2638998,3
-1.7191513,1.2953525,3
-0.7508852,0.6341849,3
-1.3787187,0.6407146,3
3.3157704,-0.70495826,4
-0.8221725,3.0730364,3
-2.0209706,1.2153385,3
0.26553968,1.0229818,4
2.5182185,-1.2916214,0
0.84254205,0.01816623,4
-2.0391195,2.9394727,3
-0.0035936781,1.9741054,3
-0.9199772,-0.2735134,2
5.2601852,0.9676395,0
4.2583227,-1.2753198,0
-2.0888844,-1.2822515,2
-0.86463004,-0.88053185,2
-1.6246172,-1.7084775,2
-1.5565767,-0.95930666,2
-1.1118035,1.5448351,3
2.983681,0.45445675,4
-1.2062026,1.136675,3
0.15743215,-1.9584975,2
6.1145725,4.009101,0
1.5208743,-2.6471357,4
4.051198,1.010041,0
5.958827,-0.1374545,0
-2.0890875,0.029458605,2
0.9112352,3.4465241,3
-2.2187583,-1.1924781,2
-0.59170187,0.6403763,3
6.54646,-3.1276355,1
-1.4836581,2.557587,3
3.312271,-1.3534316,0
-2.2889159,3.9047484,3
-1.0007147,-1.6838459,2
3.7087872,1.587334,0
1.8660704,-2.7303495,2
-1.3105766,0.7402924,3
3.9459286,-1.6189926,0
-0.065818965,-0.7880581,4
-0.88421786,3.5331368,3
-1.5536807,3.9269996,3
-1.2567967,0.051097136,2
2.0198376,2.2686107,4
-2.009123,-3.039359,2
2.3725533,-2.179803,0
2.4694536,0.5283183,4
3.8909318,1.7526565,0
4.0906796,-0.8734707,0
-2.1547387,-1.5017121,2
1.1840984,-1.6177003,0
-1.3753089,-3.576762,2
-1.5636039,-2.0901644,2
-0.4121169,0.73812973,3
-1.7200454,-1.152496,2
-1.2469021,1.7931181,3
1.0384257,-2.9175725,1
2.8686373,-2.9281669,4
4.2702856,3.1912234,0
-1.688706,-0.10938057,2
0.8760873,-0.5020501,4
-1.8356501,-0.8756779,2
1.9643921,2.9873257,3
-1.3868093,-1.5666983,2
-1.2652344,-0.6682369,2
-0.6023295,-1.9299976,2
1.7925478,2.1978493,0
-0.88251776,4.091696,3
3.0825546,0.92544144,0
-2.1100547,4.177846,3
-2.1985366,2.3384948,3
-1.971542,-2.8648794,2
-1.2498083,2.1916542,3
-0.23341148,1.7598512,1
-0.82001907,-4.2099304,2
2.9730594,0.72742623,4
-0.4836353,-4.1542296,2
-2.2077725,2.6303205,3
2.1406953,-2.167193,4
-0.33963296,-1.0075419,2
-1.5684751,-1.2725871,2
2.5465574,0.8885368,0
-1.3031888,-2.53108,2
0.37682316,-1.7305641,2
0.2557848,-2.0833576,4
-0.49889946,-0.7596875,2
-1.4459242,-3.0404997,2
5.280914,0.9895744,0
4.207655,-1.8245835,0
-1.8711909,2.6688542,3
0.57324266,-1.0772476,4
-0.58615035,-1.7931572,2
1.9976491,-1.9000959,0
1.6638194,-3.6411176,4
-1.7086142,1.3252838,3
-1.2115006,1.2072798,3
-1.8995388,1.6389338,3
-1.1317428,-0.91793984,2
-1.4731458,4.637515,3
-1.8900772,-3.1948996,2
-1.8869597,-2.9603083,2
0.7716462,-1.690095,2
0.26066217,2.1027775,3
-2.4251592,-0.66708094,2
-2.4402034,-0.047675043,2
3.6467104,1.5579287,0
-0.47534585,-0.36673594,2
-1.3460169,-0.8495379,2
-1.3600591,-0.5467043,2
0.38080925,-1.3630971,2
-0.39022413,2.7881691,3
-0.71140563,1.3058515,3
-2.0679495,1.5783198,3
-0.9807328,2.7815819,3
-1.3852236,0.6356002,3
2.8906224,-1.5696152,0
-2.562554,-0.6083995,2
-1.6072862,2.2471244,3
-0.78698707,-0.027736645,4
2.842517,1.2019287,4
-1.5882727,1.174208,3
-1.6941612,-2.3075473,2
-0.35036018,-0.4542999,2
-0.9350144,1.5959214,3
-2.0998285,-3.4488597,2
4.737685,2.498971,0
-0.45257965,0.022755582,3
-0.73087573,0.16985263,3
1.2977244,-0.49659523,4
-1.0942357,0.37433958,3
-0.6393314,1.659926,3
0.48889622,2.1264548,3
1.5298506,0.2870486,0
1.4410205,0.08314948,4
0.26987922,-0.29187426,4
-1.2915698,0.27340463,3
-1.6951879,2.1150267,3
-1.8708808,2.191383,3
0.1306798,2.8633056,3
3.22076,3.5428405,0
0.75577706,-0.45344263,2
-0.68318903,0.37601483,3
-1.1750336,-2.4232266,2
6.0780706,-1.9620069,0
-1.4462651,0.5463454,3
-2.2989929,2.892687,3
-1.530824,-0.19769315,2
-1.4748014,3.0095131,3
1.7120101,1.4158823,0
0.75134456,2.60365,3
-1.895516,2.292961,3
-1.5811231,-1.8758693,2
0.7185288,1.8302114,3
1.4505831,-2.8576915,4
-2.0105512,1.908643,3
1.9810302,-0.63445634,0
0.5264071,-2.8366754,4
-2.4240544,2.1917055,3
7.20481,-1.9926168,0
1.3097836,0.9920792,0
0.7433774,-1.2529703,4
-1.5355359,2.8802266,3
2.3476706,-1.4926615,0
-1.4110926,-1.559008,2
-0.8284311,-1.8901577,2
-1.3895208,-1.4763288,2
5.078103,-0.19930236,0
0.07760126,-0.02752107,4
-1.1506506,0.4508299,3
2.6853802,-3.0735812,4
1.5149765,-3.2251935,2
-1.9750003,1.9832335,3
7.0845838,-3.4178703,0
-1.2078696,-0.11396119,2
-1.8368944,0.27228016,3
2.0672016,2.885527,0
-2.0428045,-1.6609117,2
-1.813036,0.671543,3
-2.463807,0.42151615,3
3.1407092,0.6176748,0
-1.7971456,1.5720129,3
-0.5291051,-0.30264553,2
-1.4751992,0.65025586,3
-1.2377048,1.4130559,3
-0.13182262,0.6989085,3
3.1691337,0.65373266,4
-1.015136,-1.8538175,2
3.312002,-1.7504134,4
-0.042777225,-0.015120912,4
-0.59970975,-2.7920794,2
0.37167773,0.3416867,3
-0.104169786,0.70402336,3
-0.12671049,1.5790946,3
-0.90955436,-1.0810175,2
-1.4287459,1.221616,3
0.24181756,0.29721618,4
0.7677363,1.4372863,4
-0.84798384,1.4366167,3
-1.4947714,1.4813929,3
-1.3254116,-2.7488346,2
5.0765615,-1.5352784,4
-0.8002006,-1.601363,2
-0.53189784,-0.38198233,2
-0.34234872,-4.321131,2
-1.3492098,2.1535535,3
-0.5836897,1.1823967,3
-0.7798726,2.9773428,3
-2.0121977,-2.6449952,2
6.7595415,-0.031170238,0
1.1121454,-1.3114408,0
-1.6149722,-1.3259306,2
3.247144,2.192859,4
-0.8184587,0.3442752,3
0.15771055,1.320126,4
0.04631041,-1.1889186,2
-1.2229354,-0.14410944,2
7.2641687,4.0265226,0
4.1953073,1.1574718,0
0.3235457,-0.58768487,2
-1.3807554,2.4694586,3
-1.5898117,1.7435504,3
-1.0737453,2.531075,3
-1.2788177,-0.5986606,2
-0.8346711,0.70403457,3
5.295111,1.6346586,0
-0.24830973,0.39588612,3
5.125909,-2.4082859,0
-0.6246705,-1.9020402,2
-2.186691,-2.548264,2
0.047085207,1.3792306,3
-1.7007595,-3.0830507,2
-1.6794851,0.22392341,3
0.16613387,2.1930351,3
8.245941,0.14703463,0
-0.51511455,0.76979035,3
0.8066823,-2.2756708,4
-0.8707207,-1.9858953,2
0.15534014,-1.7855439,2
0.34562778,0.95150805,3
-1.652134,-2.0041373,2
-1.0525644,1.1311731,3
2.9520051,2.420495,0
-1.5058125,0.39880645,3
-0.7334684,1.4146383,3
-1.6846445,-0.10170381,2
-1.0855821,-2.8946557,2
-2.2514145,1.156235,3
-1.1964319,0.8543609,3
0.96303093,-3.8930256,4
-1.5620403,0.88616335,3
2.6277685,0.27345586,4
-2.1008272,-0.23751467,2
0.48029414,-0.40732303,4
-0.8984426,-2.3604705,2
5.5802627,-1.5586511,0
3.0152788,0.5538818,0
-0.59237313,2.4720337,3
-2.151906,-1.8830467,2
-1.0838233,-2.4448764,2
1.910797,1.0106032,0
3.7019203,-0.4092994,0
-0.89550066,1.1861832,3
-1.4467596,1.5913829,3
1.3373679,1.4307286,4
-1.6028105,5.3278136,3
-0.5566178,-2.4655542,2
-1.1449403,1.4985853,3
-0.51009184,2.2538073,3
0.10797385,0.6574778,3
-1.5212133,-1.0388849,2
4.3438616,-0.06309465,0
-1.9051919,0.52299196,3
-1.9990027,-1.6205873,2
-0.6429631,-0.9789107,2
-1.7540156,2.1652513,3
-1.9190592,-1.5484471,2
-1.302409,-2.1849535,2
4.550219,0.95992833,0
-0.47587058,-1.1032517,2
-2.5406568,4.733701,3
-1.424323,-1.0334123,2
-0.6515766,-3.179829,2
1.5970403,2.9311762,3
2.1586719,1.3350899,0
-2.3626196,2.0150175,3
2.4696817,3.818297,0
-0.2740984,-2.4497738,2
1.8951212,-2.1995704,4
-1.8169341,0.8552263,3
-2.049935,-1.1657189,2
-2.3935032,-1.7208405,2
0.5718459,-1.5119486,4
-0.8464342,2.1643605,3
-0.68757886,0.62654686,3
-2.0960362,-2.833995,2
-1.1759721,-1.5217804,2
1.5102515,-0.9720998,4
-1.4686646,2.9257596,3
0.43476126,-0.646881,4
-1.6735771,1.9245107,3
-1.33482,1.0673025,3
-2.3444057,-2.3380437,2
-0.53695595,1.4272048,3
2.318408,0.32647315,0
1.5159327,-2.026384,4
-1.5163965,-2.2543783,2
1.1996092,-1.3760064,0
-0.51144904,1.9411039,3
-1.0087154,-0.8528257,2
2.5454166,-0.9647287,0
-2.1214101,-2.7490315,2
-1.5578579,1.334825,3
-0.31383237,-1.2767452,2
-1.4194306,1.5214466,3
-1.3716569,-1.9612511,2
-2.0938852,2.6405518,3
-0.6455213,0.1572349,3
-0.3288088,-3.934898,2
1.2223659,4.9388766,3
-2.0938268,3.1711528,3
-0.95206404,-1.5634471,2
1.6297388,-2.8684795,0
-0.94411933,2.3573563,3
1.1249479,-2.9504704,4
-1.411388,-0.3278382,2
0.24677655,0.12983239,4
-1.5266068,1.9510942,3
-2.3215811,-2.2875853,2
5.6885195,-1.8032426,0
-1.0582322,-2.3517504,2
-0.14201358,-1.5453997,2
1.810627,1.7938155,0
1.9682364,-0.17528069,4
-0.8425741,1.6216531,3
1.897819,3.4153094,3
3.1024604,1.6190945,0
-1.5825793,-1.2968405,2
-1.3144246,-1.8103695,2
-2.0154011,-1.3588767,2
-1.6199634,1.3658524,3
3.168867,0.7890886,0
3.3051474,1.7060362,0
-1.0464638,1.2827992,3
-0.937475,3.3317168,3
-0.7130328,1.3871003,3
-1.4426376,-1.9992541,2
2.7602768,-2.6069977,0
5.5247836,2.688102,0
1.7257767,1.0524383,0
-1.7394704,0.75340104,3
-2.0350196,-0.555604,2
-0.8600801,-2.1002343,1
7.9985485,0.684043,0
-2.0327625,-0.83221775,2
-1.72239,-0.49604386,2
-1.0195476,-0.6560975,2
3.8110805,-1.1385555,0
2.6001728,0.6846516,4
-1.4966762,-2.197813,2
-1.9706464,0.1808828,2
-0.8190712,0.30327672,3
0.22489792,1.7912173,3
3.901869,1.2697288,0
-0.17090966,1.1348066,3
-0.46882227,-1.9324522,2
-0.2600815,0.6769122,4
0.86753225,-0.48921677,4
-0.15857905,-1.9804345,2
-1.0704749,-1.4190338,2
4.8559117,0.17147656,0
3.429089,-0.27083743,4
-1.7167956,3.0081644,3
-0.88447803,-2.1795275,2
2.7323594,0.2797058,0
2.3852262,1.016915,0
1.5039856,-2.236755,4
-1.3041397,-0.65771455,2
1.8749971,-0.25480056,4
1.1863372,0.1939858,4
-0.21923289,1.3198184,3
5.059609,-1.5916268,0
-1.9075783,-0.99150616,2
2.0228212,1.143322,0
-2.342797,1.9230222,3
1.3593991,-2.534201,1
-1.2648307,-1.7904361,2
-0.90782833,2.2140534,3
-1.1856276,0.007861827,2
6.507989,1.4255382,0
2.9921658,-0.9458025,4
2.5460715,-0.6327384,4
-2.1412394,-2.290485,2
-1.3792043,-2.6620762,2
0.33391702,2.0425222,3
-1.6453043,-1.1211514,2
-0.47789598,-0.4311683,2
-1.5810426,1.4104801,3
3.0669267,1.9331431,0
-0.31097174,0.27070948,3
5.2152157,0.79363567,0
-0.3248385,-1.4979151,2
2.2656448,-0.29704058,4
-0.17284691,-1.6449978,2
-1.1176366,-0.19312917,2
4.8350344,-1.3558264,0
1.6550784,-0.78772694,4
-1.1251653,-2.8998523,2
-1.2949773,0.8086045,3
0.8924927,-0.43952098,4
0.54065967,-1.7640302,2
-2.153928,-2.1288972,2
-0.36313695,-0.25076637,2
-1.3383657,0.41426134,3
-1.0099338,2.3216162,3
-2.0511749,-0.5640162,2
-1.7494961,-1.3981748,2
-0.3361535,-1.2595932,2
-0.18540019,0.46009472,3
3.5086386,1.1491706,0
-1.7656467,1.2053348,3
-2.0646663,1.3415046,3
-1.5847732,0.22937532,3
-1.2647058,-1.5405827,2
4.745243,0.15024193,0
0.44283947,1.2453984,3
-0.4252278,0.5540263,3
-1.1155238,2.1436107,3
5.023393,0.6952033,0
3.215484,-0.62582207,0
-2.1888478,-0.68203133,2
-1.8207309,-3.175735,2
-1.9414418,0.08498417,3
2.372515,-1.2519482,0
8.056245,-1.1013355,0
-1.5734822,2.4773955,3
0.4686795,-0.28782177,4
4.247274,0.30997634,0
-0.32680663,-0.2261274,2
-2.023629,1.2261231,3
2.944766,-1.2157297,4
0.6556971,-3.1708677,4
-0.86331546,1.8298013,3
-0.8564538,-1.4501927,2
-0.79072165,-0.47847062,2
5.8115253,0.80257845,0
-1.3296751,-1.6593968,2
-1.6773697,1.3639162,3
-0.84910727,1.1862817,3
-2.3458228,2.5902028,3
0.85808975,3.295271,3
-0.66825676,-0.491467,2
0.71051353,0.6031749,4
0.30174705,-4.0619383,2
1.7045565,-2.9342701,4
-1.253721,0.4503307,3
-1.5350853,-0.3788693,2
4.2360945,-1.6707867,0
0.3992257,-1.6139804,4
3.8596919,1.572248,0
1.7685945,1.4202273,0
-0.37743935,-2.7995255,2
-0.50460243,-0.2282245,2
-2.1325748,2.0924366,3
0.0060713594,-3.4443831,2
5.0841045,-1.4531361,0
1.0043076,-0.097390965,4
0.011734158,-4.5924373,1
5.202383,-1.0342845,0
-0.5895617,4.4800205,3
-2.1480775,4.5966773,3
0.347561,-2.9217877,4
-0.6076963,3.7517664,3
0.83170116,-2.6575139,4
2.7045994,0.4180635,0
1.0844954,-0.7986173,2
-1.5007187,-0.49190864,2
-1.9769739,0.58668685,3
-1.2988025,1.4780761,3
-1.0227662,-0.38039294,2
1.2160138,0.3666926,4
-1.0795593,2.0450711,3
-1.431358,2.6161122,3
-1.4933923,-2.2838583,2
-1.2200229,1.6198502,3
5.549137,3.2304358,0
-2.3532183,2.837343,3
2.5911906,-3.0887144,4
